university_id,source_url,http_status,content_type,page_title,observed_at_utc,error
it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,200,text/html;charset=utf-8,Lavora con noi — Università di Bologna,2026-05-18T14:08:59Z,
