decision_id,university_name,official_homepage_url,recruitment_page_url,decision,review_notes,reviewed_by,reviewed_at_utc
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGVsbCdJbnN1YnJpYXx8aHR0cHM6Ly93d3cudW5pbnN1YnJpYS5pdC98fA,Università degli Studi dell'Insubria,https://www.uninsubria.it/,,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGVsbCdJbnN1YnJpYXx8aHR0cHM6Ly93d3cudW5pbnN1YnJpYS5pdC98fGh0dHBzOi8vd3d3LnVuaW5zdWJyaWEuaXQvYmFuZGktY29uY29yc2k,Università degli Studi dell'Insubria,https://www.uninsubria.it/,https://www.uninsubria.it/bandi-concorsi,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGVsbGEgQmFzaWxpY2F0YXx8aHR0cHM6Ly93d3cudW5pYmFzLml0L3x8,Università degli Studi della Basilicata,https://www.unibas.it/,,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGVsbGEgUmVwdWJibGljYSBkaSBTYW4gTWFyaW5vfHxodHRwczovL3d3dy51bmlyc20uc20vfHw,Università degli Studi della Repubblica di San Marino,https://www.unirsm.sm/,,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGVsbGEgVHVzY2lhfHxodHRwczovL3d3dy51bml0dXMuaXQvfHw,Università degli Studi della Tuscia,https://www.unitus.it/,,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGkgQmFyaSBBbGRvIE1vcm98fGh0dHBzOi8vd3d3LnVuaWJhLml0L3x8,Università degli Studi di Bari Aldo Moro,https://www.uniba.it/,,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGkgQmVyZ2Ftb3x8aHR0cHM6Ly93d3cudW5pYmcuaXQvfHxodHRwczovL3d3dy51bmliZy5pdC9hdGVuZW8vY29uY29yc2ktZS1zZWxlemlvbmk,Università degli Studi di Bergamo,https://www.unibg.it/,https://www.unibg.it/ateneo/concorsi-e-selezioni,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGkgQnJlc2NpYXx8aHR0cHM6Ly93d3cudW5pYnMuaXQvfHxodHRwczovL3d3dy51bmlicy5pdC9pdC9hdGVuZW8vY29uY29yc2k,Università degli Studi di Brescia,https://www.unibs.it/,https://www.unibs.it/it/ateneo/concorsi,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGkgQ2FnbGlhcml8fGh0dHBzOi8vd3d3LnVuaWNhLml0L3x8aHR0cHM6Ly93d3cudW5pY2EuaXQvaXQvYXRlbmVvL2JhbmRpLWUtY29uY29yc2k,Università degli Studi di Cagliari,https://www.unica.it/,https://www.unica.it/it/ateneo/bandi-e-concorsi,accepted,,,2026-05-17T15:06:43.879Z
VW5pdmVyc2l0w6AgZGVnbGkgU3R1ZGkgZGkgQ2FtZXJpbm98fGh0dHBzOi8vd3d3LnVuaWNhbS5pdC98fA,Università degli Studi di Camerino,https://www.unicam.it/,,accepted,,,2026-05-17T15:06:43.879Z
