university_id,source_url,discovery_depth,parent_url,link_url,link_text,link_type_hint,same_domain,keyword_match,confidence_level,requires_human_attention,blocking_status,notes,observed_at_utc
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/bilanci-di-ateneo/,Bilanci,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/pianificazione-strategica/,Pianificazione Strategica,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/privacy,Protezione dati personali,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/unipacomunica,Unipa Comunica,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/offerta-formativa.html,"Lauree, Lauree Magistrali e Ciclo Unico",unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/scuoladidottorato/,Scuola di Dottorato,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/masterecorsidiperfezionamento/,Master e Corsi di perfezionamento,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/scuoleDiSpecializzazione.html,Scuole di Specializzazione,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/scuole/dimedicinaechirurgia/,Scuola di Medicina e Chirurgia,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/esamidistato/,Esami di Stato,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/corsi-specializzazione-sostegno/,Corsi di specializzazione per le attività di sostegno,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/cfi/,Centro Formazione Insegnanti,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/segreterie/,Segreterie studenti,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/cimdu/,TLC-CIMDU,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://offertaformativa.unipa.it/offweb/public/aula/aulaCalendar.seam,Aule e laboratori,unknown,no,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/dipartimenti/,Dipartimenti,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/atencenter/,ATeN Center,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
